ability	{'capacidad', 'poder', 'habilidad', 'ingenio', 'talento', 'aptitud'}
tie	{'enlace', 'vínculo', 'amarrar', 'enganchar', 'atar', 'anudar', 'ajustar', 'ligar', 'relacionar', 'emparejar', 'tirante', 'juntar', 'vía_en_placa', 'vincular', 'afiliación', 'sujetar', 'conectar', 'unir_en_matrimonio', 'corbatas', 'comunicar', 'acoplar', 'traviesas_de_ferrocarril', 'casar', 'ligadura', 'engancharse', 'nudo', 'empate', 'durmiente', 'nexo', 'liar', 'tie-in', 'tie', 'traviesa', 'entroncar', 'asociar', 'linkup', 'enlazar', 'unir', 'asegurar', 'corbata', 'cordón', 'atar_haz', 'durmientes', 'empatar', 'ferrocarril,_corbata'}
time	{'space_/_time', 'timeless', 'tiempo_cosmológico', 'anastacia', '3/8', 'horario_oficial', 'hypnotica', 'tiempo_de_condena', 'dtime', 'intervalo_de_tiempo', 'compás_musical', 'período', 'cuarta_dimensión', "scatman's_world", "mountain_khakis-jittery_joe's", 'compás', 'señal_de_reloj', 'espacio_y_tiempo', 'time_magazine', 'cronología_del_big_bang', 'signatura_de_compás', 'compases', 'revista_time', 'tiempo_cosmologico', 'mountain_khakis_ep-no', 'tiempo', 'secuencia_de_eventos', 'time.h', 'temporalizar', 'hora', 'mountain_khakis', 'tiempo_gramatical_absoluto', 'alla_breve', 'época', 'time_protocol', 'xkcd_1190', 'tenso', 'tiempo_compuesto', 'duple', 'ciclo_de_reloj', 'time_h', 'tiempo_t', 'time-life', 'milburn', 'ocasión', 'metro_compuesto', 'marca_de_tiempo', 'vez', 'universo_temprano', 'indicación_de_compás', 'métrica_musical', 'pacific_ocean_blue', 'ciclos_de_reloj', 'in_my_own_words', 'momento', 'origen_del_big_bang', 'cronologia_del_universo_hasta_el_hombre', 'manifold:_time', 'condena', 'smartstop-mountain_khakis', 'compás_cuaternario', 'reloj_del_sistema', '12/8', 'punto_del_tiempo', 'cronologia_del_big_bang', 'bulbo', 'tiempo_gramatical', 'cronometrar', 'reloj_de_tiempo', 'time_life', 'senal_de_reloj', 'reloj', 'time', 'métrica', 'times', 'tanda', 'padre_tiempo', 'cable_disparador', '2/4_vez', 'album_anastacia', 'tiempo_simple', 'breathe', 'y_not', 'tiempos', '4/4', 'cronología_del_universo_hasta_el_hombre', 'art_official_age', 'pena_de_prisión', 'smartstop', '6/8_vez', 'senza_misura', 'polímetro', 'tiempo_de_vals'}
tongue	{'hablando_en_lenguas', 'lengua_de_buey', 'lenguaje_natural', 'idioma', 'lenguas_naturales', 'res_lengua', 'jihwá', 'glosolalia', 'expresión', 'lenguas', 'lengua_natural', 'lengua_de_tierra', 'lengua', 'glossolalia', 'lengua_general', 'lengüeta', 'glossa', 'lingual', 'lingua', 'lengua_de_res', 'pasar_la_lengua', 'tongue', 'badajo', 'hablar_en_lenguas', 'mnek'}
tool	{'instrumento', 'tool', 'herramientas_de_programacion', 'pico', 'pinga', 'herramienta_de_desarrollo', 'útil', 'herramienta', 'marioneta', 'pichi', 'herramienta_de_desarrollo_de_software', 'reata', 'verga', 'herramientas_de_software', 'picha', 'pichula', 'herramienta_de_programacion', 'instrumentar', 'herramienta_desarrollo', 'turca', 'herramientas_de_programación', 'bicho', 'pipe', 'utensilio', 'ñafle', 'paloma', 'herramientas_de_desarrollo_software', 'herramienta_software', 'pija', 'tranca', 'pilila', 'fantoche', 'títere', 'poste', 'equipar_con_herramientas', 'herramienta_de_programación', 'pito', 'polla', 'cipote', 'huevo', 'herramienta_de_desarrollo_software', 'nabo', 'macana', 'herramientas'}
tooth	{'dientes', 'dentadura', 'formula_dentaria', 'dental', 'piezas_dentarias', 'denticion', 'formula_dental', 'cemento', 'blanquitos', 'diente_humano', 'capas_de_los_dientes', 'diente'}
toy	{'perros_miniatura', 'perro_de_juguete', 'juguetes', 'chatoyancy', 'toy', 'toy_and_help_yourself', 'juguete_del_perro', 'línea_de_juguetes', 'flirtear', 'perro_de_compañía', 'yello', 'jugar', 'juguete', 'juguetear', 'perro_miniatura', 'perro_toy', 'juguetes_sexuales', 'juguetero', 'miniatura', 'coquetear', 'perros_toy', 'chatoyant', 'artículo_pornográfico', 'articulo_pornografico', 'juguete_sexual'}
tree	{'adoración_a_los_árboles', 'arbol', 'subárbol', 'charlotte_bronte', 'nodo_padre', 'árbol', 'estructura_de_datos_en_árbol', 'bosque', 'árbol_sagrado', 'carlota_brontë', 'arboles', 'estructura_de_datos_en_arbol', 'nodo_hoja', 'nodo_interior', 'teorema_de_los_árboles_de_kruskal', 'carlota_bronte', 'charlotte_brontë', 'arbóreo', 'adoracion_a_los_árboles', 'arbórea', 'nodo_interno', 'tree', 'acorralar', 'árboles', 'adoracion_a_los_arboles', 'el_árbol_de_la_esperanza', 'adoración_a_los_arboles', 'nodo_raíz', 'sir_herbert_beerbohm_tree', 'diagrama_de_árbol', 'arboreo', 'teorema_de_kruskal_árbol', 'herbert_beerbohm_tree', 'árborea', 'enarbolar', 'madera', 'árboles_jóvenes', 'diagrama_arbóreo', 'estructura_datos_de_árbol', 'árbol_teorema_de_kruskal', 'nodo_primario'}
trial	{'tercera', 'demanda_civil', 'causal', 'paucal', 'trial', 'concordancia_en_número', 'pleito_legal', 'ensayo', 'demandado', 'demanda_judicial', 'ternion', 'disputa_legal', 'número_3', 'pleito', '3', 'morfema_de_número', 'tribunal_civil', 'demanda', 'triada', 'numero', 'uno_del_trío', 'trine', 'litigio', 'sistema_causa', 'experimento_aleatorio', 'troika', 'tribulación', 'querella', 'trío', 'tres', 'prueba', 'causa', 'caso_judicial', 'caso_civil', 'litigantes', 'argumento', 'demandó', 'numero_gramatical', 'caso_legal', 'causalidad', 'atribulación', 'iii', 'experimento', 'acción', 'parte_demandada', 'numero_3', 'terzetto', 'morfema_de_numero', 'número', 'singular', 'prueba_de_funcionamiento', 'proceso', 'test', 'trey', 'número_de_contrato', 'número_gramatical', 'glosario_de_términos_de_la_asociación_de_futbol', 'previas_al_juicio', 'deuce-as', 'terceto', 'caso_criminal', 'juicio', 'proceso_judicial', 'caso', 'tercero', 'ternario', 'examen'}
tried	{'pleito', 'proceso', 'caso_criminal', 'juicio', 'pleito_legal', 'testeado', 'probado', 'comprobado'}
turn	{'trastocar', 'ornamento_artístico', 'quiebro', 'elaborar', 'dirigir', 'suplicar', 'curvidad', 'puntos_de_victoria', 'ornamento', 'turno', 'ornamentación', 'tornar', 'hacer', 'ornamentacion', 'giro_de_los_acontecimientos', 'amargar', 'convertir', 'mecánica_de_juego', 'giro', 'trigonometría_racional', 'vuelta_redonda', 'doblez', 'adorno', 'embellecimiento', 'bit', 'revolución', 'adorno_musical', 'curvatura', 'fermentar', 'rotar', 'acto', 'favor', 'torcerse', 'arar', 'decoración', 'mecanica_de_juego', 'tornear', 'apoyatura', 'modo_de_juego', 'ornamento_artistico', 'virar', 'hacerse', 'torcedura', 'invertir', 'revolverse', 'surcar', 'girar', 'agriarse', 'ángulo_redondo', 'pirueta', 'volverse', 'agrazarse', 'transformarse', 'buena_acción', 'perigon', 'avinagrarse', 'gracia_nota', 'curvar', 'doblar', 'ornamento_arquitectónico', 'dislocarse', 'estivescer', 'volta', 'grupeto', 'número', 'pasar', 'tanda', 'volver', 'asperear', 'vuelta', 'paseo', 'labrar', 'voltear', 'sistema_de_juego', 'elementos_para_énfasis', 'torcer', 'descoyuntarse', 'piruetas_de_baile', 'convertirse', 'acciaccatura', 'curva', 'recodo', 'gruppetto', 'revertir', 'ángulo_completo', "turn:_washington's_spies", 'ornamento_arquitectonico', 'anexo:términos_de_lucha_libre_profesional', 'ornamento_musical', 'ornamentar'}
two	{'eneagrama', 'eneagrama_de_la_personalidad', 'achiever', 'jim_cartwright', 'numero_2', 'two', 'número_2', 'raíz_cuadrada_de_4', 'succeeder', '2', '2!', 'segundo', 'ganador', 'ii', 'segunda', 'dos', 'éxito'}
typical	{'distintivo', 'típico'}
unaware	{'desprevenido', 'ignorante', 'consciente', 'inconsciente'}
usable	{'funcional', 'fácil_de_usar', 'operacional', 'facilidad_de_uso', 'usable', 'disponible', 'usabilidad', 'utilizable', 'operativo', 'aprovechable'}
useless	{'incapaz', 'useless', 'inservible', 'inepto', 'ineficaz', 'inútil', 'vano'}
vacation	{'vacation', 'vacacion', 'vacacionar', 'seaway', 'vacación', 'veranear', 'vacaciones', 'pasar_las_vacaciones'}
vomit	{'vomito', 'degüelle', 'vomitar', 'vomitos', 'émesis', 'nauseant', 'vomitera', 'arrojar', 'barf', 'vomitador', 'emesis', 'devolver', 'vómito', 'emetica', 'vomitadera', 'vómico', 'vómitos', 'vomita', 'regurgitación', 'vomico', 'emético', 'emética', 'echar_la_pota', 'emetico', 'vomitado', 'vomitiva', 'vomitando', 'vomitivo'}
walk	{'a_pie', 'caminar', 'grafo_simple', 'the_walk', 'aire', 'tomar_el_aire', 'pasear', 'diagrama_sagital', 'borde', 'andar', 'anexo:glosario_de_teoría_de_grafos', 'nodo_de_gráfico', 'grafo_no_dirigido', 'andares', 'marcha', 'walk', 'manera_de_caminar', 'paso', 'andadura', 'sacar_a_caminar', 'pasarela', 'base_por_bolas', 'paseo_de_la_vida', 'pasar', 'orden', 'gráfico', 'gráfica', 'camino', 'paseo', 'acompañar', 'ir', 'talla', 'ir_a_pie', 'grafo_mixto', 'grafo', 'caminata', 'hacer_un_pase', 'deambulación', 'bases_por_bolas', 'deambulacion', 'grafica', 'ir_andando'}
war	{'wáray_wáray', 'lista_de_líneas_de_bizkaibus', 'waray-waray', 'voyna', 'belico', 'waray', 'samareño', 'conflagración', 'all_or_nothing', '!women_art_revolution', 'wáray-wáray', 'idioma_waray', 'guerrear', 'polemologia', 'conflagracion', 'conflicto_armado', 'youth_authority', 'victorias_por_encima_del_reemplazo', 'guerrera', 'belica', 'idioma_samareno', 'lista_de_lineas_de_bizkaibus', 'krigen', 'estado_de_guerra', 'conflicto_militar', 'idioma_waray-waray', 'guerra', 'waray_waray', 'bélico', 'la_medalla_roja_de_los_gays', 'conflictos_armados', 'conflicto_bélico', 'guerras', 'wrestle_association_r', 'the_war', 'polemología', 'war', 'bélica', 'conflicto', 'conflicto_belico', 'waray-wáray', 'winaray', 'anexo:líneas_de_bizkaibus', 'the_red_badge_of_gayness', 'gossip', 'women_art_revolution', 'idioma_samareño', 'waray_wáray', 'lucha_armada', '13_voices', 'idioma_waray_waray', 'ares'}
warm	{'calentar', 'caliente', 'fuerte', 'cándido', 'cariñoso', 'tierno', 'amoroso', 'caluroso', 'cálida', 'simpático', 'amable', 'calurosamente', 'calentarse', 'cálido', 'afectuoso', 'afectuosa', 'dulce'}
wash	{'operación_ficticia', 'lavandería_china', 'riachuelo', 'limpiar', 'lost_dogs', 'lavar', 'rebufo', 'slipstream', 'lavandera', 'arroyo', 'the_wash', 'lavarse', 'secar_lavar', 'mojar', 'scan', 'derrubio', 'wash', 'colada', 'lavables', 'buried', 'humedecer', 'cribar', 'lavado', 'unearthed', 'hidratar', 'lavation', 'lavandería', 'rambla', 'aguada', 'humectar', 'estela', 'lavado_de_dinero', 'enjuagar', 'jabonadura', 'higiene_corporal'}
water	{'capacidad_calorífica_del_agua', 'óxido_de_dihidrógeno', 'regar', 'agua_líquida', 'orines', 'espacio_acuoso', 'píldora_de_la_paz', 'molécula_de_agua', 'recursos_hidráulicos', 'monóxido_de_dihidrógeno', 'óxido_de_dihidrogeno', 'monoxido_de_hidrógeno', 'agua_elemento', 'solución_acuosa', 'oxidano', 'ácido_hídrico', 'recurso_hídrico', 'pharmacy', 'hidruro_de_oxigeno', 'salivar', 'red_de_abastecimiento_de_agua_potable', 'dihidruro_de_oxígeno', 'pipí', 'capacidad_calorifica_del_agua', 'acido_oxidrico', 'polvo_de_ángel', 'obstáculo', 'red_de_abastecimiento_de_agua', 'vapor', 'oxido_de_hidrógeno', 'masa_de_agua', 'recursos_hidraulicos', 'sistema_de_distribución_de_agua', 'óxido_de_hidrógeno', 'vapor_de_agua', 'valla_caída', '1-(1-fenilciclohexil)piperidina', 'quoin', 'monóxido_de_hidrógeno', 'hierba_mala', 'agua_industrial', 'fenilciclohexilpiperidina', 'ácido_oxhídrico', 'clorhidrato_de_fenciclidina', 'orina', 'irrigar', 'hidroxido_de_hidrógeno', 'pichí', 'líquido_elemento', 'embotelladora_de_agua', 'provisión_de_agua', 'meado', 'fuente_de_agua', 'suministros_de_agua', 'h2o', 'recursos_hidricos', '5.15', 'ácido_hidrico', 'red_de_agua', 'hidroxido_de_hidrogeno', 'ácido_oxídrico', 'cosecha_de_hielo', 'recurso_hidrico', 'molecula_de_agua', 'cuerpos_de_agua', 'oxido_de_dihidrógeno', 'liquido_elemento', 'sistema_de_abastecimiento_de_agua_potable', 'acido_hidrico', 'pis', 'sistema_de_agua', 'hacer_pipí', 'hielo', 'suministro_de_agua', 'water', 'blood_red_shoes', 'fenciclidina', 'oxido_de_dihidrogeno', 'polvo_de_angel', 'rasgos_de_agua', 'aguas', 'h20', 'óxido_de_hidrogeno', 'extensión_de_agua', 'dar', 'lagrimear', 'h₂o', 'recursos_hídricos', 'hidróxido_de_hidrógeno', 'acido_hídrico', 'abastecimiento_de_aguas', 'sistema_de_suministro_agua', 'agua', 'hidruro_de_oxígeno', 'oxido_de_hidrogeno', 'orín', 'masas_de_agua', 'distribución_de_agua', 'abastecimiento_de_agua_potable', 'monoxido_de_hidrogeno', 'abastecimiento_de_agua', 'llorar', 'solucion_acuosa', 'cuerpo_de_agua', 'desechos_nitrogenados', 'pcp'}
we	{'shinhwa', 'bicefalo', 'rae_sremmurd', 'bicéfalo', 'wé', 'weco', 'we', 'ヹ', 'we_tv', 'polycephaly', 'wei', 'western_electric', 'ゑ', 'ヱ', 'nosotras', 'policefalia', 'nosotros'}
weak	{'enfermizo', 'falible', 'flojo', 'regular', 'imperfecto', 'astenia', 'debilidad_muscular', 'the_sea', 'debilidad', 'tenue', 'decrépito', 'feble', 'flaco', 'seaweed', 'frágil', 'átono', 'débil', 'acuoso', 'aguado'}
wear	{'desgastarse', 'uniforme_visitante', 'ponerse', 'indumentaria', 'trasluchada', 'fatigar', 'confección_de_prendas_de_vestir', 'descomponerse', 'apparel', 'atavío', 'vestimenta', 'vestimentas', 'vestuario', 'usable', 'wear', 'ropa_de_mujer', 'indumentarias', 'atuendo', 'prenda', 'ropas', 'agotar', 'historia_del_vestido', 'uniforme_titular', 'perdurar', 'vestidura', 'abrigos_y_chaquetas', 'vestiduras', 'habiliment', 'cansar', 'sylvanus_wear', 'llevar', 'prendas_de_vestir', 'vestir', 'resistencia_al_desgaste', 'traje', 'trasluchar', 'uso', 'desmoronarse', 'cansarse', 'atuendos', 'vestidos', 'desgaste', 'ropa', 'prenda_de_vestir', 'vestido', 'lucir', 'uniforme_tercero'}
weather	{'barloventear', 'condiciones_atmosféricas', 'tiempo', 'clima', 'desafiar', 'tiempo_atmosférico', 'perdurar', 'condición_atmosférica', 'el_tiempo', 'tiempo_meteorológico', 'tiempo_meteorologico', 'pronóstico_del_tiempo', 'condiciones_climáticas', 'condiciones_metereológicas', 'estado_del_tiempo', 'tiempo_en', 'capear', 'condiciones', 'pronóstico_metereológico', 'tiempo_pronóstico', 'estado_atmosférico', 'afrontar', 'navegar_a_barlovento', 'tiempo_atmosferico', 'panorama_metereológico'}
wet	{'relente', 'western_european_time', 'humedad_relativa', 'humidad', 'trompa', 'empapado', 'mojar', 'píldora_de_la_paz', 'mojado', 'achispado', 'ciego', 'ajumado', 'polvo_de_ángel', 'wet', '1-(1-fenilciclohexil)piperidina', 'hierba_mala', 'curdela', 'borracho', 'piripí', 'polvo_de_angel', 'fenilciclohexilpiperidina', 'hora_de_europa_occidental', 'humedo', 'clorhidrato_de_fenciclidina', 'pedo', 'humedad_ambiental', 'húmido', 'mamado', 'grado_de_humedad', 'humedad', 'húmedo', 'curda', 'humido', 'fenciclidina', 'humedecer', 'pcp'}
what	{'qué'}
when	{'diamonds_for_breakfast', 'cuándo', 'cuando', 'when'}
where	{'dónde', 'donde', 'de_t+', 'adónde'}
white	{'planeswalkers', 'magic', 'afroamericano', 'albo', 'blackface', 'pantalones_de_franela', 'color_de_piel', 'ovoalbúmina', 'islenos_del_pacífico', 'andrew_d._white', 'razas_del_censo_2000_en_los_e_e_u.u.', 'razas_del_censo_2000_en_los_e.e.u.u.', 'magic_the_gathering', 'genus_pieris', 'raza_caucásica', 'caucasoides', 'variedades_de_blanco', 'tonalidad_de_blanco', 'trzy_kolory_bialy', 'blancuzco', 'trois_couleurs_blanc', 'razas_del_censo_2000_en_los_e_e_u_u.', 'magic:_the_gathering', 'albar', 'urza', 'albugíneo', 'enjalbegar', 'caucasica', 'jalbegar', 'emblanquecer', 'trois_couleurs:_blanc', 'stanford_white', 'blancura', 'latino', 'níveo', 'pálido', 'harpanota', 'cande', 'hombre_blanco', 'género_pieris', 'theodore_h._white', 'caucásico_carrera', 'persona_blanca', 'blanquear', 'razas_del_censo_2000_en_los_e_e_u_u', 'islenos', 'edward_white', 'albumen', 'asiaticos', 'estevan_pele', 'lívido', 'pieris', 'estevan_pelé', 'cándido', 'blanco', 'isleños_del_pacífico', 'clara_del_huevo', 'asiáticos', 'magic:the_gathering', 'caucásica', 'grupos_étnicos', 'tono_de_blanco', 'negro', 'blanco_roto', 'white_river', 'matices_de_blanco', 'incandescente', 'cano', 'claras_de_huevo', 'color_blanco', 'candente', 'razas', 'raza', 'winka', 'caucasico', 'caminantes_de_planos', 'isleños', 'blanco_apagado', 'patrick_victor_martindale_white', 'theodore_harold_white', 'gente_blanca', 'lechoso', 'albura', 'patrick_viktor_martindale_white', 'blanca', 'variedad_de_blanco', 'albúmina', 'elwyn_brooks_white', 'río_blanco', 'albor', 'europoide', 'islenos_del_pacifico', 'tres_colores:_blanco', 'nevado', 'raza_caucasoide', 'lights', 'delias', 'blancos', 'marfil', 'pigmentación_de_la_piel', 'edward_d._white', 'ovoalbumina', 'hueso', 'magic:_el_encuentro', 'tonalidades_de_blanco', 'trzy_kolory:_biały', 'amerindio', 'planeswalker', 'raza_caucasica', 'thyca', 'rio_blanco', 'patrick_white', 'caucasoide', 'andrew_dickson_white', 'razas_del_censo_2000_en_los_e_e.u.u.', 'clara_de_huevo', 'white_airways', 'caucásico', 'otras_razas', 'tez', 'caballo_blanco', 'hispanos', 'color_de_la_piel', 'symmachlas', 'nativo_americanos', 'cathaemia', 'hispano', 'tonos_de_blanco', 'nativos_americanos', 'tres_colores_blanco', 'trzy_kolory:_bialy', 'e.b._white', 'edward_douglas_white_jr.', 'tez_blanca', 'candente_al_blanco', 'grupos_etnicos', 'e_b_white', 'los_blancos', 'white_people', 'e._b._white', 'matiz_de_blanco', 'raza_blanca', 'blanco_marfil', 't._h._white', 'white', 'caminante_de_planos', 'isleños_del_pacifico', 'latinos', 'perla', 'magic_el_encuentro', 'clara', 'patrick_victor_martindale', 'persona_de_piel_blanca', 'color_marfil'}
who	{'oms', 'the_who', 'zayn_malik', 'iho', 'organización_mundial_de_salud', 'the_high_numbers', 'organizacion_mundial_de_salud', 'who', 'dj_malik', 'jim_neidhart', 'organizacion_mundial_de_la_salud', 'zayn_javadd_malik_brannan', 'zayn_javadd_malik', 'world_health_organization', 'que', 'quien', 'quienes', 'jim_"the_anvil"_neidhart', 'organización_mundial_de_la_salud'}
wide	{'completo', 'vasto', 'global', 'amplia', 'ancho', 'desorbitado', 'amplio', 'ancha', 'general', 'ancho_amplio_ancha', 'vasta', 'espacioso', 'espaciosa'}
wife	{'esposa', 'esposo', 'mujer', 'mujer_casada', 'esposas', 'cónyuge', 'señora', 'marido'}
willingly	{'voluntariamente'}
wind	{'girar', 'instrumento_musical_de_viento', 'romper_el_viento', 'la_guita', 'flato', 'pedos', 'aire', 'malarkey', 'aerófono', 'aerofonos', 'posible_interesado', 'biruje', 'seccion_de_viento', 'viento', 'corriente_de_aire', 'payasadas', 'envolver', 'instrumento_aerófono', 'biruji', 'indicación', 'idea', 'cliente_potencial', 'ventaja', 'golpe_de_viento', 'elevar', 'gas', 'ventosidad', 'husmear', 'malarky', 'arrollar', 'enarbolar', 'golpes_de_aire', 'instrumentos_aerófonos', 'flatulencia', 'ráfagas_de_viento', 'instrumento_aerofono', 'masas_de_aire', 'la_fuerza_del_viento', 'olfatear', 'ráfaga', 'subir', 'golpe_de_aire', 'aerófonos', 'vientos', 'vuelta', 'akeboshi', 'instrumento_traspositor', 'serpentear', 'charla_frívola', 'golpes_de_viento', 'instrumentos_aerofonos', 'zigzaguear', 'palabras_ociosas', 'aire_elemento', 'wind', 'filtración', 'consejo', 'devanado', 'cuesco', 'aviso', 'rafaga', 'ayuda_del_viento', 'levantar', 'aerofono', 'sección_de_viento', 'aromar', 'información', 'bobina_electromagnética', 'izar', 'frivolidades', 'enrollar', 'pedo', 'campana', 'instrumento_de_viento', 'viento_asistida', 'arremolinar', 'instrumentos_de_viento', 'aliento', 'información_confidencial'}
wing	{'gone_again', 'apertura', 'flanco', 'ala_rugby', 'aleta', 'ala', 'elfquest', 'centrocampista', 'arco_de_rueda', 'prop_tighthead', 'ala_arquitectura', 'volar', 'ala_zoologia', 'hacer_volar', 'guardabarros', 'alero', 'maniobra_de_flanco', 'las_alas_de_los_insectos', 'ir_volando', 'muerto_la_mitad', 'anexo', 'bastidores', 'ataque_envolvente', 'planeadores', 'interior_del_centro', 'central', 'alas_de_los_insectos', 'medio_apertura', 'guardafango', 'wing_han_tsang', 'vuelo_de_las_aves', 'vuelo_de_los_insectos', 'centro', 'vuelo_de_ave', 'air', 'bambalinas', 'guardalodos', 'lateral', 'air_tv', 'guardafangos', 'rueda_también', 'rueda', 'flanqueo_hacia_la_izquierda', 'pabellón', 'de_guardia_delante', 'posición_de_rugby_a_15', 'entre_bastidores', 'centro_fuera', 'wing', 'posición_en_rugby_a_15', 'salvabarros', 'ala_posterior'}
